district,urban_rural,deaths,injured,serious_injuries,attacker_deaths,attacker_injured,casualty_asof,casualty_note,involves_children,victim_relation,age,sex,occupation,motive_summary,mental_health,prior_violence,warning_signals,intervention,outcome,judgment_date,execution_date,last_source_date,notes,deaths_lower_bound,injured_lower_bound,motive_tags,motive_basis,evidence_level,official_occurrence,official_classification,classification_evidence,id,date,date_precision,title,province,city,scene,method,category,classification_reason,source_ids,field_sources,reported_date,review_year,dating_note,review_batch,injured_reported,series_id,additional_collision_injured,response_injured,event_total_injured_reported,motive_attribution,date_time,continuous_attack,motive_themes,verification_gaps,social_source_urls,year,month,quarter,category_label,official,same_period,motive_known,deaths_min,injured_min,classification_evidence_basis,demographics_asof,demographics_basis,driver_deaths
开福区,,8,5,2,,,2024-07-27,,,,55,男,,,,,,,粟某某被控制。,,,2024-07-27,,,,[],未知,官方转载,True,False,媒体调查／研究推断,C040,2024-07-27,day,长沙月湖街道车辆撞人案,湖南,长沙,街道交通,驾车,pending,官方确认刑事案件和伤亡，未明主动冲撞过程及被害关系，不能仅依8死认定随机。,"[""CS051""]","{""date"": [""CS051""], ""location"": [""CS051""], ""casualties"": [""CS051""], ""classification"": [""CS051""], ""motive"": [], ""outcome"": [""CS051""]}",,,,,,,,,,,,,[],,,2024,2024-07,2024-Q3,待核实,False,True,False,8,5,,,,
横栏镇,,,8,,,,2024-08-13,,,,29,男,,,,,,司机当场控制,,,,2024-08-13,,,,[],未知,官方转载,True,False,媒体调查／研究推断,C018,2024-08-13,day,中山横栏厨卫工厂车辆撞人事件,广东,中山,其他,驾车,pending,官方仅证实车辆碰撞及8人受伤，开除后泄愤说法未获可靠核实。,"[""CS027""]","{""date"": [""CS027""], ""location"": [""CS027""], ""casualties"": [""CS027""], ""classification"": [""CS027""], ""motive"": [], ""outcome"": []}",,,,,,,,,,,,,[],,,2024,2024-08,2024-Q3,待核实,False,True,False,0,8,,,,
东平县,城市,11,13,,,,2024-09-03,11死包括6名家长5名学生；13名伤者含1危重，危重不等于法医重伤。,True,,,,,,,,,,驾驶员及公交公司相关人员被调查。,,,2024-09-03,,,,[],未知,官方转载,True,False,媒体调查／研究推断,C046,2024-09-03,day,东平佛山中学附近公交车失控事故,山东,泰安,校园及周边,驾车,excluded,完整警方通报为接送学生车辆失控交通事故；没有支持故意袭击的核实材料。,"[""CS057""]","{""date"": [""CS057""], ""location"": [""CS057""], ""casualties"": [""CS057""], ""classification"": [""CS057""], ""motive"": [], ""outcome"": [""CS057""]}",,,,,,,,,,,,,[],,,2024,2024-09,2024-Q3,排除,False,True,False,11,13,,,,
南山区,城市,1,0,,,,2024-09-20,,True,上学途中10岁儿童,44,男,无固定职业,联合早报转述日本驻华大使的判决说明：为在网上博取关注而购买刀具、袭击儿童，案发后曾打电话给媒体；未取得中国裁判全文。,,,,当场抓获；医疗抢救；学校加强安保与心理支持,故意杀人罪死刑已执行；日方4月21日获通知，执行日未披露,2025-01-24,,2025-04-22,涉嫌旧违法经历非既往暴力定罪；不得因日期或国籍推定仇外动机。 人口特征复核：深圳特区报记者向警方核实男44岁、无固定职业。,,,"[""寻求关注""]",法院认定,官方转载,True,False,警方确认上学男童遇害；核心分类的非私人定向性质主要依赖媒体转述日本驻华大使对判决博取关注动机的说明。未直接取得完整中国裁判书。,C014,2024-09-18,day,深圳日本学校学童遭持刀袭击案,广东,深圳,校园及周边,持械,core,无辜上学儿童遭陌生成人主动袭击，官方确认单人作案；日方庭审信息指为引发网络关注，非已知私人定向纠纷。,"[""CS020"", ""CS021"", ""CS060""]","{""date"": [""CS020"", ""CS021"", ""CS060""], ""location"": [""CS020"", ""CS021"", ""CS060""], ""casualties"": [""CS020"", ""CS021"", ""CS060""], ""classification"": [""CS020"", ""CS021"", ""CS060""], ""motive"": [""CS060""], ""outcome"": [""CS021"", ""CS060""], ""demographics"": [""CS020""]}",,,,,,,,,,,,,"[""寻求关注／表达诉求""]",,,2024,2024-09,2024-Q3,核心,False,False,True,1,0,深圳案件裁判的网络关注动机由日驻华大使向媒体介绍，外务省确认执行通知；与直接取得国内裁判正文分层。,2024-09-18,案发时警方披露年龄/性别；职业按逐项来源归因,
松江区,城市,3,15,,,,2024-10-01,18名送医者中3名死亡；其余15人不再重复计入死亡。,,,37,男,,警方初查个人经济纠纷后来沪泄愤。,,,,当场抓获,警方侦办，未检得可核实裁判后续,,,2024-10-01,网传内部材料、欠薪原因及全名不采信。 人口特征复核：松江警方通报明确男37岁，未披露职业。,,,"[""经济纠纷"", ""泄愤""]",警方初步通报,官方转载,True,False,警方事实基础上的研究推断：个人经济纠纷后来沪在超市泄愤。通报未逐一公布受害关系，随机性不是法院判定。,C004,2024-09-30,day,上海松江超市持刀袭击案,上海,上海,商业场所,持械,core,警方初查为个人经济纠纷后来沪、在超市持刀泄愤；依据该行为背景归入核心。随机性为官方事实基础上的研究判断，通报未逐一披露受害关系。,"[""CS007""]","{""date"": [""CS007""], ""location"": [""CS007""], ""casualties"": [""CS007""], ""classification"": [""CS007""], ""motive"": [""CS007""], ""outcome"": [""CS007""], ""demographics"": [""CS007""]}",,,,,,,,,,,,,"[""泄愤／转移报复"", ""经济／工作／财产纠纷""]",,,2024,2024-09,2024-Q3,核心,False,False,True,3,15,,2024-09-30,案发时警方披露年龄/性别；职业按逐项来源归因,
天河区,城市,0,3,,,,2024-10-09,,True,路人，含两名小学生,60,男,,,,财新查阅司法材料：2017年持刀攻击前女友，2018年因故意杀人未遂获刑6年6个月,,工人、酒店保安协助制服,,,,2024-10-09,本案动机未知，不能将旧情感纠纷当作本次动机。 人口特征复核：财新转述天河警方为60岁男子；刑释及初中文化不等于职业信息，仍未知。,,,[],未知,官方转载,True,False,警方完整通报证实伤害路人；两名学生和成人身份来自财新核实，面向校外人群的分类含媒体与研究判断。,C015,2024-10-08,day,广州天河华强路小学周边持刀袭击案,广东,广州,校园及周边,持械,core,警方完整通报证实在华强路持刀伤害路人；财新核实伤者含两名小学生。根据校门附近群体受袭的行为证据归入核心，官方没有直接使用随机或无差别的定性。,"[""CS023"", ""RCS002""]","{""date"": [""CS023""], ""location"": [""CS023""], ""casualties"": [""CS023""], ""classification"": [""CS023"", ""RCS002""], ""motive"": [], ""outcome"": [], ""demographics"": [""CS023""]}",,,,,,,,,,,,,[],,,2024,2024-10,2024-Q4,核心,False,False,False,0,3,警方确认路人受伤；两名不同学生和现场目标群体来自财新采访。,2024-10-08,案发时警方披露年龄/性别；职业按逐项来源归因,
市北区,城市,,,,,,2024-10-24,,,,48,男,,,,,,,孙某某被控制。,,,2024-10-24,,,3,[],未知,官方转载,True,False,媒体调查／研究推断,C033,2024-10-23,day,青岛悦荟广场附近搅拌车碰撞多车事件,山东,青岛,街道交通,驾车,pending,官方初查涉嫌醉驾；网络影片所称主动报复意图未经身份与真实性核验，保留冲突待核。,"[""CS044""]","{""date"": [""CS044""], ""location"": [""CS044""], ""casualties"": [""CS044""], ""classification"": [""CS044""], ""motive"": [], ""outcome"": [""CS044""]}",,,,,3人留院治疗,,,,,,,,[],,,2024,2024-10,2024-Q4,待核实,False,False,False,0,3,,,,
海淀区,城市,0,5,,,,2024-10-29,,True,3名学生及阻止行凶的家长、教练,50,男,,,,,,现场群众制止，嫌疑人当场控制,,,,2024-10-29,不采用网传被辞退保安等身份与动机。 人口特征复核：海淀警方通报明确男50岁；未采网传被辞退保安身份。,,,[],未知,官方转载,True,False,警方证实5路人受伤、含3未成年人；3学生及2名制止者来自财新采访，核心分类使用该行为结构。,C016,2024-10-28,day,北京海淀中关村三小周边持刀袭击案,北京,北京,校园及周边,持械,core,警方通报伤及5名路人，媒体确认3名学生及2名阻止行凶者，属于主动袭击校外儿童人群。,"[""CS024"", ""CS025""]","{""date"": [""CS024"", ""CS025""], ""location"": [""CS024"", ""CS025""], ""casualties"": [""CS024"", ""CS025""], ""classification"": [""CS024"", ""CS025""], ""motive"": [], ""outcome"": [], ""demographics"": [""CS024""]}",,,,,,,,,,,,,[],,,2024,2024-10,2024-Q4,核心,False,False,False,0,5,公安通报确认5名路人含3名未成年人受伤；学生及劝阻者身份来自财新。,2024-10-28,案发时警方披露年龄/性别；职业按逐项来源归因,
香洲区,城市,35,43,,,,2024-11-12,采用警方公开人数；判决和执行公告未另列最终伤亡人数。,,体育中心锻炼群众,62,男,,法院认定婚姻破裂、生活失意且不满离婚财产分割，决意撞人泄愤。,,,,,一审死刑，经最高法核准执行,2024-12-27,2025-01-20,2025-01-20,人口特征复核：年龄性别据11月12日警方通报完整文字；驾驶车辆为行为描述，职业仍未知。,,,"[""婚姻家庭"", ""财产纠纷"", ""泄愤""]",法院认定,官方转载,True,True,法院公开事实明确：为泄私愤故意冲撞正在锻炼的人群。,C001,2024-11-11,day,珠海体育中心驾车冲撞人群案,广东,珠海,公园广场,驾车,core,法院确认主动冲撞锻炼人群发泄私愤，受害人非原婚姻财产纠纷对象。,"[""CS001"", ""CS002"", ""CS003"", ""RSD001""]","{""date"": [""CS001"", ""CS003""], ""location"": [""CS001"", ""CS003""], ""casualties"": [""CS003""], ""classification"": [""CS001""], ""motive"": [""CS001""], ""outcome"": [""CS001"", ""CS002""], ""demographics"": [""RSD001""]}",,,,,,,,,,,,,"[""婚姻／家庭／感情问题"", ""泄愤／转移报复"", ""经济／工作／财产纠纷""]",,,2024,2024-11,2024-Q4,核心,True,False,True,35,43,,2024-11-11,案发时警方披露年龄/性别；职业按逐项来源归因,
宜兴市,,8,17,,,,2025-01-20,,,校园遇袭人员；已打开的官方公开摘要未逐一披露受害者与施害者关系。,21,男,该校2024届毕业生（警方披露身份；就业状态未明）,警方初查称考试不合格未获毕业证及不满实习报酬，返校行凶。,,,,当场抓获,故意杀人罪死刑，已执行,2024-12-17,2025-01-20,2025-01-20,不采用网传遗书及欠薪细节作为确定事实。 人口特征复核：警方披露年龄性别及该校2024届毕业生身份；未拿到毕业证与实习报酬不满不等于已证实无业。,,,"[""学业受挫"", ""劳动报酬"", ""泄愤""]",警方初步通报,官方转载,True,False,官方确认行凶、毕业证及实习报酬不满后返校发泄；核心分类含研究推断。执行公告未披露逐名被害关系，不等于法院明确认定随机。,C002,2024-11-16,day,宜兴无锡工艺职业技术学院持刀袭击案,江苏,无锡,校园及周边,持械,core,警方通报因毕业证及实习报酬不满返校发泄；依据校园群体受袭的行为背景归入核心。此为基于官方事实的研究分类，不能写成法院已明确认定受害者均与原纠纷无关。,"[""CS004"", ""CS005""]","{""date"": [""CS004"", ""CS005""], ""location"": [""CS004"", ""CS005""], ""casualties"": [""CS004"", ""CS005""], ""classification"": [""CS004"", ""CS005""], ""motive"": [""CS005""], ""outcome"": [""CS004"", ""CS005""], ""demographics"": [""CS005""]}",,,,,,,,,,,,,"[""学业问题"", ""泄愤／转移报复"", ""经济／工作／财产纠纷""]",,,2024,2024-11,2024-Q4,核心,False,False,True,8,17,,2024-11-16,案发时警方披露年龄/性别；职业按逐项来源归因,
鼎城区,城市,0,30,0,,,2024-12-23,7人轻伤、16人轻微伤、7人轻微伤以下；包括18名小学生。,True,不特定小学生和群众,39,男,,法院认定投资亏损及家庭矛盾，借袭击发泄个人情绪。,,,,当场抓获,以危险方法危害公共安全罪判死刑缓期二年执行,2024-12-23,,2024-12-23,人口特征复核：财新转述案发当日鼎城警方通报，男39岁；所用法院正文未列年龄，增补警方通报转述；职业未知。,,,"[""投资亏损"", ""婚姻家庭"", ""泄愤""]",法院认定,官方转载,True,True,法院公开事实明确选择不特定多数无辜小学生，并连续冲撞后持械攻击群众。,C003,2024-11-19,day,常德永安小学周边驾车及持械袭击案,湖南,常德,校园及周边,复合,core,法院明确认定选择不特定多数无辜小学生为主要作案对象。,"[""CS006"", ""RSD002""]","{""date"": [""CS006""], ""location"": [""CS006""], ""casualties"": [""CS006""], ""classification"": [""CS006""], ""motive"": [""CS006""], ""outcome"": [""CS006""], ""demographics"": [""RSD002""]}",,,,,,,,,,,,,"[""婚姻／家庭／感情问题"", ""泄愤／转移报复"", ""经济／工作／财产纠纷""]",,,2024,2024-11,2024-Q4,核心,True,False,True,0,30,,2024-11-19,案发时警方披露年龄/性别；职业按逐项来源归因,
新津区,城市,,,,,,,未报道人员伤亡，不将未报道写为0。,,,,男,,因盗窃被行政拘留后，认为生活不公，放火泄愤。,司法鉴定酒精有害使用及待分类精神障碍，完全刑事责任能力。,,,,新津法院判放火罪有期徒刑3年，具体宣判日未披露。,,,2025-05-14,,,,"[""不满处罚"", ""泄愤""]",法院认定,官方转载,True,False,媒体调查／研究推断,C043,2024-11-25,day,成都新津四处纵火焚毁财物案,四川,成都,社区住宅,纵火,excluded,有报复社会及放火罪判决，但本报道只确认烧毁财物，无直接袭击人员或人员伤害，未满足本研究随机伤人条件。,"[""CS054""]","{""date"": [""CS054""], ""location"": [""CS054""], ""casualties"": [""CS054""], ""classification"": [""CS054""], ""motive"": [""CS054""], ""outcome"": [""CS054""]}",,,,,,,,,,,,,"[""其他已披露背景"", ""泄愤／转移报复""]",,,2024,2024-11,2024-Q4,排除,False,False,True,0,0,,,,
新都区,城市,0,3,0,,,2024-12-11,,,路人；受伤女子称不认识嫌犯,29,男,,,,,,目击者报警急救；警方当场控制并刑拘,,,,2024-12-11,街道袭击，虽邻地铁站仍归街道交通场景。 人口特征复核：南国早报完整引用新都警方通报男29岁；职业未披露。,,,[],未知,官方转载,True,False,警方称持剪刀乱挥；媒体引述伤者不认识施害者及目击者对过路女子遇袭的描述，补足随机性依据。,C017,2024-12-10,day,成都三河场地铁站外持剪刀伤人案,四川,成都,街道交通,持械,core,警方持剪刀乱挥通报与受害者不认识袭击者、目击者描述对过路人攻击的资料相符。,"[""CS026""]","{""date"": [""CS026""], ""location"": [""CS026""], ""casualties"": [""CS026""], ""classification"": [""CS026""], ""motive"": [], ""outcome"": [], ""demographics"": [""CS026""]}",,,,,,,,,,,,,[],,,2024,2024-12,2024-Q4,核心,False,False,False,0,3,警方确认持剪刀乱挥伤人；陌生人关系和向过路者刺击来自目击及受害者陈述。,2024-12-10,案发时警方披露年龄/性别；职业按逐项来源归因,
沈河区,城市,,,,,,,,,,,,,,,,,,,,,2025-01-27,,,,[],未知,单一媒体,False,False,媒体调查／研究推断,C045,2025-01-26,day,沈阳大东副食品商场外不明爆炸事件,辽宁,沈阳,商业场所,爆炸,pending,公开影像及报道显示爆炸，但原因、人为故意性与袭击目标均不明；不采信政治动机猜测。,"[""CS056""]","{""date"": [""CS056""], ""location"": [""CS056""], ""casualties"": [], ""classification"": [""CS056""], ""motive"": [], ""outcome"": []}",,,,,,,,,,,,,[],,,2025,2025-01,2025-Q1,待核实,False,True,False,0,0,,,,
婺城区,乡镇,,,,,,,死亡6、7至14等说法冲突，不采纳；不认定司机性别和动机。,,,,,,,,,,,,,,2025-04-23,,,,[],未知,网传待核,False,False,媒体调查／研究推断,C036,2025-04-22,day,网传金华苏孟小学门口车辆冲撞事件,浙江,金华,校园及周边,驾车,pending,社交视频线索被多媒体转述，但未取得官方通报及独立采集的充分核实；不按转载数提升可靠度。,"[""CS047""]","{""date"": [""CS047""], ""location"": [""CS047""], ""casualties"": [""CS047""], ""classification"": [""CS047""], ""motive"": [], ""outcome"": []}",,,,,,,,,,,,,[],,,2025,2025-04,2025-Q2,待核实,False,True,False,0,0,,,,
河西区,城市,,,,,,2025-05-01,东网报道2死、6名医护遇袭及1重伤；未将未经交叉核实数字计入精确伤亡。,,,,,,,,,,,,,,2025-05-01,医保报销、47岁简某等资料亦待原始证据核实，动机与个人字段不据此定值。,,,[],未知,单一媒体,False,False,媒体调查／研究推断,C021,2025-04-28,day,网传天津医院医护人员遇袭案,天津,天津,医疗机构,持械,pending,可访问单一媒体报道援引所谓警方通报但未给原件，缺少第二独立可靠采集源及受害关系核实。,"[""CS030""]","{""date"": [""CS030""], ""location"": [""CS030""], ""casualties"": [""CS030""], ""classification"": [""CS030""], ""motive"": [], ""outcome"": []}",,,,,,,,,,,,,[],,,2025,2025-04,2025-Q2,待核实,False,True,False,0,0,,,,
番禺区,城市,0,1,,,,2025-05-15,,,,35,男,,,,,,,李某某当场被控制。,,,2025-05-15,,,,[],未知,官方转载,True,False,媒体调查／研究推断,C026,2025-05-15,day,广州南站安检区外持刀伤人案,广东,广州,公共交通,持械,pending,有官方案情与伤亡，但无被害关系或随机性证据。,"[""CS036""]","{""date"": [""CS036""], ""location"": [""CS036""], ""casualties"": [""CS036""], ""classification"": [""CS036""], ""motive"": [], ""outcome"": [""CS036""]}",,,,,,,,,,,,,[],,,2025,2025-05,2025-Q2,待核实,False,True,False,0,1,,,,
海淀区,城市,,4,,,,2025-05-15,,,,,,,,,,,,肇事司机被查获。,,,2025-05-15,,,,[],未知,官方转载,True,False,媒体调查／研究推断,C032,2025-05-15,day,北京海淀健安西路车辆刮碰行人事件,北京,北京,街道交通,驾车,pending,官方仅称刮碰行人事故且仍调查，未确认主动攻击；网传故意亦无独立证据。,"[""CS043""]","{""date"": [""CS043""], ""location"": [""CS043""], ""casualties"": [""CS043""], ""classification"": [""CS043""], ""motive"": [], ""outcome"": [""CS043""]}",,,,,,,,,,,,,[],,,2025,2025-05,2025-Q2,待核实,False,True,False,0,4,,,,
锦江区,城市,0,2,,,1,2025-05-30,,,前女友及上前劝阻的男同事。,26,男,,与前女友感情纠纷、到其工作单位发生口角。,,,,,当场控制；本人及两名受害者送医均无生命危险。,,,2025-05-30,人口特征复核：锦江警方明确男26岁；工作单位和同事指向受害者，不能套用为嫌疑人职业。,,,"[""感情纠纷""]",警方初步通报,官方转载,True,True,完整警方通报明确原目标为前女友，男同事因上前劝阻另被划伤。,C023,2025-05-30,day,成都中纱帽街感情纠纷扩大伤人案,四川,成都,商业场所,持械,expanded,原目标为前女友，另刺伤上前劝阻的男同事；属纠纷扩大至原感情纠纷之外人员。,"[""CS033""]","{""date"": [""CS033""], ""location"": [""CS033""], ""casualties"": [""CS033""], ""classification"": [""CS033""], ""motive"": [""CS033""], ""outcome"": [""CS033""], ""demographics"": [""CS033""]}",,,,,,,,,,,,,"[""婚姻／家庭／感情问题""]",,,2025,2025-05,2025-Q2,纠纷扩大,True,True,True,0,2,,2025-05-30,案发时警方披露年龄/性别；职业按逐项来源归因,
洪山区,城市,0,3,,,,2025-06-06,,,,23,男,武汉大学学生,警方称因学业不顺行凶。,,,,,当场控制并采取刑事强制措施。,,,2025-06-06,,,,"[""学业受挫""]",警方初步通报,官方转载,True,False,媒体调查／研究推断,C019,2025-06-04,day,武汉大学食堂持刀伤人案,湖北,武汉,校园及周边,持械,pending,警方确认因学业不顺在食堂行凶，但未公布受害者关系；社交平台袭击预告未获独立验证，暂不认定随机。,"[""CS028""]","{""date"": [""CS028""], ""location"": [""CS028""], ""casualties"": [""CS028""], ""classification"": [""CS028""], ""motive"": [""CS028""], ""outcome"": [""CS028""]}",,,,,,,,,,,,,"[""学业问题""]",,,2025,2025-06,2025-Q2,待核实,False,True,True,0,3,,,,
巴南区,城市,1,4,,,,2025-06-15,,,双方鸣笛争执后围车阻拦者。,38,男,,前车卸货挡道持续鸣笛，与围车群众争执后强行驶离。,,,,,熊某被刑事拘留。,,,2025-06-15,,,,"[""现场纠纷""]",警方初步通报,官方转载,True,False,媒体调查／研究推断,C025,2025-06-14,day,重庆李家沱争执后驾车伤人案,重庆,重庆,街道交通,驾车,excluded,官方通报将伤者限定为当场围车争执、阻拦驾驶人离开的群众，未确认攻击其他不特定或无关人；按现场特定纠纷排除。,"[""CS035""]","{""date"": [""CS035""], ""location"": [""CS035""], ""casualties"": [""CS035""], ""classification"": [""CS035""], ""motive"": [""CS035""], ""outcome"": [""CS035""]}",,,,,,,,,,,,,"[""其他已披露背景""]",,,2025,2025-06,2025-Q2,排除,False,True,True,1,4,,,,
密云区,城市,,,,,,2025-06-26,,,,35,男,,,,,,,事故调查处理中。,,,2025-06-26,,,,[],未知,官方转载,True,False,媒体调查／研究推断,C031,2025-06-26,day,北京密云育才路车辆碰撞行人事故,北京,北京,校园及周边,驾车,excluded,警方初查明确操作不当，未获反证确认故意冲撞；网络汇编所称夫妻争吵不采信。,"[""CS042""]","{""date"": [""CS042""], ""location"": [""CS042""], ""casualties"": [""CS042""], ""classification"": [""CS042""], ""motive"": [], ""outcome"": [""CS042""]}",,,,,有人受伤，人数未公布,,,,,,,,[],,,2025,2025-06,2025-Q2,排除,False,True,False,0,0,,,,
西山区,城市,2,9,0,,,2025-07-21,,,,49,男,,,,,,,李某某被抓获，排除酒驾毒驾，事故调查中。,,,2025-07-21,,,,[],未知,官方转载,True,False,媒体调查／研究推断,C047,2025-07-20,day,昆明金碧路交通肇事逃逸案,云南,昆明,街道交通,驾车,excluded,官方初查为交通肇事逃逸，未确认故意攻击随机人群；传播时常误将通报日7月21日作案发日。,"[""CS058""]","{""date"": [""CS058""], ""location"": [""CS058""], ""casualties"": [""CS058""], ""classification"": [""CS058""], ""motive"": [], ""outcome"": [""CS058""]}",,,,,,,,,,,,,[],,,2025,2025-07,2025-Q3,排除,False,True,False,2,9,,,,
耒阳市,城市,2,3,,,,2025-08-03,,,,31,男,,,,,,,段某超被抓获。,,,2025-08-03,学校附近不等于针对在校儿童；不采用网传受害者身份。,,,[],未知,官方转载,True,False,媒体调查／研究推断,C020,2025-08-03,day,耒阳蔡子池街道持刀伤人案,湖南,衡阳,街道交通,持械,pending,故意伤害及伤亡有官方通报；目击者称在路口与麻将馆连续伤人，但被害关系未明确，尚不能确认随机。,"[""CS029""]","{""date"": [""CS029""], ""location"": [""CS029""], ""casualties"": [""CS029""], ""classification"": [""CS029""], ""motive"": [], ""outcome"": [""CS029""]}",,,,,,,,,,,,,[],,,2025,2025-08,2025-Q3,待核实,False,True,False,2,3,,,,
泉港区,,,,,,,,7至8人等网传人数未核，不取值。,,,,,,,,,,,,,,2025-10-07,,,,[],未知,网传待核,False,False,媒体调查／研究推断,C035,2025-10-06,day,网传泉港永嘉天地持刀伤人事件,福建,泉州,商业场所,持械,pending,仅找到网传影像汇编，未取得可靠现场独立报道或官方通报。,"[""CS046""]","{""date"": [""CS046""], ""location"": [""CS046""], ""casualties"": [""CS046""], ""classification"": [""CS046""], ""motive"": [], ""outcome"": []}",,,,,,,,,,,,,[],,,2025,2025-10,2025-Q4,待核实,False,False,False,0,0,,,,
茅箭区,城市,1,,,,,2025-10-24,通报的伤情较重并非法医重伤鉴定；伤者总数未公开。,True,,48,男,,,,,,,陈某被刑事拘留。,,,2025-10-25,人口特征复核：平安茅箭完整通报明确男48岁；车辆驾驶员是案中角色，职业未披露。,,4,[],未知,官方转载,True,False,警方认定以危险方法危害公共安全；不特定公众目标依据财新对行车记录仪及现场影像的核查。罪名本身不等于随机性。,C022,2025-10-22,day,十堰重庆路小学附近车辆冲撞人群案,湖北,十堰,校园及周边,驾车,core,警方认定危险方法危害公共安全，财新现场视频核查描述车辆径直冲向等红灯的人群，可支持不特定公众目标，非仅凭伤亡人数。,"[""CS031"", ""CS032""]","{""date"": [""CS031"", ""CS032""], ""location"": [""CS031"", ""CS032""], ""casualties"": [""CS031"", ""CS032""], ""classification"": [""CS031"", ""CS032""], ""motive"": [], ""outcome"": [""CS031"", ""CS032""], ""demographics"": [""CS032""]}",,,,,4人伤情较重、另有多人轻微受伤,,,,,,,,[],,,2025,2025-10,2025-Q4,核心,False,False,False,1,4,警方确认危害公共安全案件及伤亡；直冲等候人群的主动性依据来自财新现场视频核查。,2025-10-22,案发时警方披露年龄/性别；职业按逐项来源归因,
,,,,,,,2026-03-30,官方事迹确认一名教师受伤；不是完整伤亡统计。,,定向报复教师,,,,,,,,家长和其他教师合力制止。,嫌疑人被抓获。,,,2026-03-30,,,1,[],未知,官方原文,True,True,官方明确特定报复对象,LX26A17,2026-01-07,day,中山教培中心教师遭定向持刀报复案,广东,中山,校园及周边,持械,excluded,官方称行凶者将特定教师叫出教室报复；未见攻击其他学生或无关制止者。,"[""LXS26A22""]","{""date"": [""LXS26A22""], ""location"": [""LXS26A22""], ""casualties"": [""LXS26A22""], ""classification"": [""LXS26A22""], ""motive"": [], ""outcome"": [""LXS26A22""], ""intervention"": [""LXS26A22""]}",,2026,,2026-X补查,,,,,,,,,[],,[],2026,2026-01,2026-Q1,排除,True,True,False,0,1,,,,
红谷滩区,,,1,,,,2026-01-11,警方仅确认女子表皮伤；不推定保安受伤。,,初始受伤者为店员；安保参与制止，遭进一步攻击的说法待核,32,男,,,,,,学生、群众与保安制止。,嫌疑人当场控制。,,,2026-03-30,,,,[],未知,官方原文,True,False,官方确认店员受伤及群众制止；扩大事实仅来自澎湃综合网络素材标题对保安遭推搡的记载，未核得独立现场采访或完整视频。,LX26A15,2026-01-10,day,南昌万象城女子遭刀划伤及制止过程,江西,南昌,商业场所,持械,pending,警方确认一名女子受伤，官方事迹确认店员遇袭及群众制止。媒体标题称安保遭推搡险坠扶梯，但正文没有独立调查该过程，初始双方关系也未明；事件发生已核实，公众目标或扩大攻击仍待核。,"[""LXS26A22"", ""LXS26A23"", ""LXS26A24""]","{""date"": [""LXS26A23""], ""location"": [""LXS26A23""], ""casualties"": [""LXS26A23""], ""classification"": [""LXS26A22"", ""LXS26A24""], ""motive"": [], ""outcome"": [""LXS26A23""], ""demographics"": [""LXS26A23""]}",,2026,,2026-X补查,,,,,,,,,[],警方确认一名女子受伤，官方事迹确认店员遇袭及群众制止。媒体标题称安保遭推搡险坠扶梯，但正文没有独立调查该过程，初始双方关系也未明；事件发生已核实，公众目标或扩大攻击仍待核。,[],2026,2026-01,2026-Q1,待核实,False,True,False,0,1,,,,
沈河区,,,,,,,2026-03-30,,,女孩及上前救助的路人,,,,,,,,群众持续制止并协助警察抓获。,嫌疑人被抓获。,,,2026-03-30,,,2,[],未知,官方原文,True,True,官方材料直接记载行凶者转而挥刀砍伤无关救助者，支持扩大分类。,LX26A16,2026-01-11,day,沈阳南顺城路女孩与救助者遭持刀袭击,辽宁,沈阳,街道交通,持械,expanded,官方明确先伤女孩，再向上前制止的路人挥刀致伤；原被害关系未知，无关救助者受袭已确认。,"[""LXS26A22""]","{""date"": [""LXS26A22""], ""location"": [""LXS26A22""], ""casualties"": [""LXS26A22""], ""classification"": [""LXS26A22""], ""motive"": [], ""outcome"": [""LXS26A22""], ""intervention"": [""LXS26A22""]}",,2026,,2026-X补查,,,,,,,,,[],,[],2026,2026-01,2026-Q1,纠纷扩大,True,True,False,0,2,,,,
五华区,,,,,,,2026-07-09,事迹确认至少1名伤者，未披露全案伤亡总数。,,路过人员,,男,,,,,,路人报警、劝阻并夺刀，警方抓获。,嫌疑人被抓获。,,,2026-07-09,,,1,[],未知,官方原文,True,True,官方明确无故伤害路人,LX26A12,2026-01-15,day,昆明五华区路人遭持刀袭击并索财案,云南,昆明,社区住宅,持械,core,官方明确无故持刀伤害路人，倒地后继续勒颈索财，支持针对无关公众的主动袭击。,"[""LXS26A18""]","{""date"": [""LXS26A18""], ""location"": [""LXS26A18""], ""casualties"": [""LXS26A18""], ""classification"": [""LXS26A18""], ""motive"": [], ""outcome"": [""LXS26A18""], ""intervention"": [""LXS26A18""], ""demographics"": [""LXS26A18""]}",,2026,,2026-X补查,,,,,,,,,[],,[],2026,2026-01,2026-Q1,核心,True,True,False,0,1,,,,
