id,url,title,publisher,published_date,accessed_date,type,independence_group,supports,key_facts,body_checked,provenance_note,access_status,replacement_support,note
CS051,https://news.cnr.cn/native/gd/kx/20240727/t20240727_526818744.shtml,湖南长沙机动车撞人案致8死5伤 犯罪嫌疑人已被警方控制,央广网/央视新闻,2024-07-27,2026-09-16,官方媒体,长沙开福公安20240727,"[""C040""]",7月27日月湖街道舟桥路8死2重伤3轻伤，55岁粟某某被控制；未明动机与被害关系。,,,,,
CS052,https://hunan.voc.com.cn/news/202608/33525425.html,外卖小哥骑车撞翻持刀伤人醉酒男子,华声在线/红星新闻,2026-08-19,2026-09-16,官方媒体,红星新闻西宁20260819,"[""C041""]",报道8月18日西宁持刀者被外卖员和群众制服、警方强制措施；未披露伤亡数字与关系。,,,,,
CS053,https://www.ntdtv.com/b5/mkt_ipad/2026/08/19/a104125555.html,传汕头和西宁连发当街砍人事件,新唐人,2026-08-20,2026-09-16,汇编线索,社交视频汕头西宁20260818,"[""C041"", ""C042""]",仅用于记录汕头8月18日晚陈厝合线索及西宁网传日期/人数冲突；无独立核实。,,,,,
CS054,https://www.nanchongpeace.gov.cn/yasf/20250514/2970328.html,为泄愤四处纵火 男子犯放火罪获刑3年,南充长安网/四川法治报,2025-05-14,2026-09-16,官方媒体,四川法治报曾昌文新津20250514,"[""C043""]",记者从新津法院获知2024年11月25日任某四处烧车和棋牌室财物，刑期3年；报道无人员受伤或直接袭击人员事实，排除核心。,,,,,
CS055,https://www.jiemian.com/article/14379624.html,成都车祸致人死伤，警方通报,界面新闻/成都交警,2026-05-01,2026-09-16,官方媒体,成都交警20260501,"[""C044""]",完整通报31岁李某某转弯撞人后逃逸继续碰撞；1死11伤，初查交通肇事逃逸。,,,,,
CS056,https://www.rfa.org/mandarin/shehui/2025/01/27/shenyang-food-shopping-mall-explosion-xi-jinping-inspection/,沈阳大东商场外爆炸报道,自由亚洲电台,2025-01-27,2026-09-16,独立媒体,RFA夏小华乾朗沈阳20250127,"[""C045""]",报道1月26日大东副食品商场外爆炸，原因及死伤未知；转述红星采访警方仍调查。政治动机仅评论猜测，不采纳。,,,,,
CS057,https://www.jiemian.com/article/11670636.html,山东东平一中学门口校车失控致11死13伤，公交公司相关人员被带走,界面新闻,2024-09-03,2026-09-16,官方媒体,东平公安20240903及界面新闻采访,"[""C046""]",全文转载通报车辆失控，11死13伤；记者采访公交公司确认车辆与人员被调查。,,,,,
CS058,https://society.yunnan.cn/system/2025/07/21/033552544.shtml,昆明警方发布警情通报,云南网/昆明交警,2025-07-21,2026-09-16,官方媒体,昆明交警20250721,"[""C047""]",7月20日49岁李某某越野车碰撞后逃逸，2死9伤；初查交通肇事逃逸。,,,,,
CS059,https://www.fnn.jp/articles/-/818910,苏州日本母子遇袭案判死刑，日本外务省说明判决,富士电视台FNN,2025-01-23,2026-09-16,独立媒体,日本外务省苏州判决20250123,"[""C013""]",记者援引日本外务省说明：1月23日故意杀人罪死刑，无业被告因债务厌世杀伤3人，判决未谈是否针对日本人。,,,,,
CS060,https://www.zaobao.com.sg/news/china/story20250124-5786878,为博关注行凶 深圳日本孩童遇袭案嫌犯被判死刑,联合早报,2025-01-24,2026-09-16,独立媒体,联合早报林煇智及日本使馆说明20250124,"[""C013"", ""C014""]",驻深圳记者核实1月24日深圳宣判；援引日驻华大使介绍判决称买刀杀儿童为网络关注。亦记苏州1月23日死刑。,,,,,
R_NBS_POP,https://www.stats.gov.cn/sj/ndsj/2025/html/C02-05.jpg,中国统计年鉴2025：分地区年末人口数,国家统计局,2025,2026-09-16,统计,NBS2025,"[""provincial_context""]",31省2018—2024逐年数据，原表图片逐行转录；人口为年末常住人口，分省不含现役军人。,,,,,
R_NBS_URBAN,https://www.stats.gov.cn/sj/ndsj/2025/html/C02-06.jpg,中国统计年鉴2025：分地区年末城镇人口比重,国家统计局,2025,2026-09-16,统计,NBS2025,"[""provincial_context""]",31省2018—2024逐年数据，原表图片逐行转录；人口为年末常住人口，分省不含现役军人。,,,,,
R_NBS_INCOME,https://www.stats.gov.cn/sj/ndsj/2025/html/C06-18.jpg,中国统计年鉴2025：分地区居民人均可支配收入,国家统计局,2025,2026-09-16,统计,NBS2025,"[""provincial_context""]",31省2018—2024逐年数据，原表图片逐行转录；人口为年末常住人口，分省不含现役军人。,,,,,
R_NBS_EMPLOYMENT,https://www.stats.gov.cn/sj/ndsj/2025/html/C04-03.jpg,中国统计年鉴2025：4-3分地区就业人员构成（2024年底数）,国家统计局,2025,2026-09-16,统计,NBS2025,"[""provincial_context""]",31省2024就业人员与第三产业就业人数，单位万人；就业结构不可当作失业率。,,,,,
R_POP2025_MEDIA,https://m.yicai.com/news/103157557.html,31省份去年常住人口数据公布（附31省2025年末人口表）,第一财经,2026-04-28,2026-09-16,媒体统计整理,YICAI20260428,"[""provincial_context""]",据各省披露汇总31省2025年末人口；图表仅转录数值。与NBS年鉴口径分列，并保留原始统计公报追溯缺口。,,,,,
R_SAFETY_SZ,https://ga.sz.gov.cn/gkmlpt/content/11/11134/post_11134265.html,遇到有人企图持刀行凶怎么办？,深圳市公安局,2024-02-08,2026-09-16,公安,SZPSB20240208,"[""prevention""]",确保自身安全后报警；脱险后在力所能及范围提醒其他人远离，并通知附近巡逻力量。检索工具呈现完整短文，直接打开曾超时。,,,,,
R_SAFETY_MOE,https://www.moe.gov.cn/jyb_xwfb/xw_zt/moe_357/2025/2025_zt09/nwwd/202505/t20250519_1191192.html,幼儿园应如何加强安全管理？,教育部,2025-05-19,2026-09-16,公共安全指引,MOE20250519,"[""prevention""]",提出定期培训演练、门口硬质防冲撞设施、专职保安、一键紧急报警、视频监控和护学岗等措施。检索工具呈现完整正文，直接打开曾发生重定向循环。,,,,,
R_SAFETY_UK,https://www.protectuk.police.uk/advice-and-guidance/response/run-hide-tell,RUN HIDE TELL,英国反恐警务 ProtectUK,2026-05-21,2026-09-16,公共安全指引,PROTECTUK20260521,"[""prevention""]",安全路线撤离，无法撤离时躲藏并减少暴露，在安全后报告事件、位置和伤亡。中国情境须使用110/120，不沿用英国报警号码。,,,,,
R_NTAC2024,https://www.secretservice.gov/sites/default/files/reports/2024-10/Behavioral-Threat-Assessment-Units-A-Guide-for-State-and-Local-Law-Enforcement-to-Prevent-Targeted-Violence.pdf,Behavioral Threat Assessment Units: A Guide for State and Local Law Enforcement to Prevent Targeted Violence,美国特勤局国家威胁评估中心,2024-10-16,2026-09-16,研究与防范指引,NTAC2024,"[""prevention""]",第12页强调无法以特定人口画像识别施袭者，关注行为与沟通线索、旁观者报告和干预。第16页列出评估、管理和持续改进步骤。公共PDF已下载并用pypdf核对，研究背景为美国定向暴力，不可直接推为中国统计因果。,,,,,
R_NBS_UNEMP,https://www.stats.gov.cn/zs/tjws/tjzb/202301/t20230101_1903672.html,什么是调查失业率,国家统计局,,2026-09-16,统计,NBS_METHOD,"[""context_method""]",区分调查失业率口径；本研究未取得覆盖全研究期的同口径省级失业率面板，保留缺失，不用登记失业率替代。,,,,,
R_GEO,https://geo.datav.aliyun.com/areas_v3/bound/100000_full.json,中国省级行政区地理边界,阿里云DataV,,2026-09-16,地图,DATAV,"[""map""]",仅作为行政区可视化边界；分析范围为大陆31省级地区，港澳台不着统计色。,,,,,
RS002,https://www.thepaper.cn/newsDetail_forward_25680410,办案检察官详解长春高空抛物致死案,法治日报（澎湃转载）,2023-12-16,2026-09-16,检察院与法院事实转载,法治日报长春20231216,"[""B40a"", ""B40b"", ""B41""]",法院查明6月17日16:30投水桶致1伤，22:40再次投罐装饮料致另1伤；6月22日21至23时投砖致1死。两个同日过程相隔6小时10分，分别计件。同源于BS43，不能当作额外独立印证。,,,,,
RS001,https://ijs.ifeng.com/6823540/news.shtml,镇江精神疾患男子持2把菜刀砍伤7人 交警戴手套夺刀,扬子晚报网／凤凰网江苏,2018-08-22,2026-09-16,公安,镇江润州公安20180821通气会,"[""A010""]",记者报道8月21日警方通气会，伤者由初报5人更新为7人；警方披露沿途持刀伤人、砍伤过路女子并抢其电动车；嫌疑人另有伤情并送医。,True,报道正文明确引述润州公安分局政治部主任及警方通气会；并非仅根据媒体标题判断。,,,
RCS001,https://m.bjnews.com.cn/detail/1715079361168094.html,云南镇雄医院持刀伤人男子已被抓获,新京报,2024-05-07,2026-09-16,独立媒体（引述官方渠道）,zhenxiong-bjnews-20240507,"[""C007""]",记者闫沫琛、赵敏从当地官方渠道核实嫌犯被捕及伤者含儿童；正文转载警方2死21伤，未披露攻击选择方式。,,,正文已打开,,
RCS002,https://www.ctdsb.net/c1716_202410/2273430.html,广州一小学附近发生持刀伤人事件 三人受伤,大皖新闻（极目新闻转载）,2024-10-08,2026-09-16,公安与记者核实,tianhe-police-20241008,"[""C015""]",完整转载天河公安：华强路持刀伤害路人，3名群众受伤；记者联系辖区派出所确认发生。网友所述2儿童1女性与财新身份核实分开，不当独立现场采集。,,,正文已打开,,
RCS003,https://finance.sina.com.cn/wm/2024-05-08/doc-inaunxuw9473291.shtml,刑释男子，在医院随机杀人,南风窗（新浪转载）,2024-05-08,2026-09-16,独立媒体,zhenxiong-nanfeng-20240508,"[""C007""]",独立采访伤者之女，母亲陪儿童就诊时受伤；标题使用随机，但正文未明确施害者与伤者是否相识。记者比对旧案姓名、户籍、年龄，称匹配，不能推定旧案不满即本案动机。,,,正文已打开,,
RCS004,https://k.sina.com.cn/article_1496814565_m593793e503301zdlw.html,警方通报街头持刀伤人致4伤,封面新闻（新浪官方账号）,2026-03-31,2026-09-16,独立媒体,wuhan-qingsong-cover-20260331,"[""C027""]",封面记者现场走访店主：施害者平日住附近，目击者没有看到事情起因；见其水果刀伤人后又去另一店拿裁纸刀，民警与群众制服。没有明确证实受害者关系，不改变pending；不将异常观感写成精神医学诊断。,,,正文已打开,,
RSD001,https://www.sohu.com/a/826134372_355825,珠海警方通报重大恶性案件：35人死亡，43人受伤,南海融媒／搜狐转载珠海公安,2024-11-12,2026-09-16,公安,zhuhai-police-20241112,"[""C001""]",完整警情文字明确樊某男、62岁、离异；未披露职业。用于补年龄性别，不据司机一词推定以驾驶为职业。,True,,,,
RSD002,https://china.caixin.com/m/2024-12-23/102271255.html,案发一个月后落槌 湖南常德驾车撞人凶手获判死缓,财新,2024-12-23,2026-09-16,独立媒体,changde-police-20241119,"[""C003""]",正文引用11月19日鼎城区公安警情：黄某男39岁，并明确与后来被判死缓的黄文为同一人；未披露职业。,True,,,,
RSD003,https://www.thepaper.cn/newsDetail_forward_27849958,苏州警方通报日本公民遇袭事件：嫌犯已被刑拘,澎湃新闻转载高新公安微警务,2024-06-25,2026-09-16,公安,suzhou-police-20240625,"[""C013""]",警方案发次日通报周某某男52岁，为近期从外地来苏州的无业人员。仅补人口特征，不回退后续伤亡结论。,True,,,,
